station_id,n_pairs,bias,rmse,mae,correlation,obs_mean,model_mean,obs_std,model_std,std_ratio,synnr,name,lon,lat,alt
11204,9143.0,-0.8909367298047579,4.07773619896284,3.3781784056110644,0.9289182084700394,8.764092748550805,7.873156018746045,9.094363316174645,10.567841145615086,1.1620209989653492,11204,LIENZ,12.806389,46.825554,661.0
11216,9135.0,1.573081298827696,3.841936108961027,3.0276309711669427,0.9211465274411303,5.861784345922277,7.434865644749974,6.9477451336977,8.629988733115459,1.2421279950611028,11216,KANZELHOEHE,13.901944,46.677223,1520.0
11220,9142.0,-0.959440025514475,3.4411878579150033,2.8251694771008435,0.945972821200787,7.229041785167359,6.269601759652884,8.223195149120327,9.731326049613845,1.1833996242512679,11220,NEUMARKT,14.424722,47.069721,869.0
11229,9141.0,-0.7730802490054232,2.8375025305509793,2.302031988344957,0.959882687867873,9.512865113226125,8.739784864220702,8.695415281421928,9.574949392821514,1.101149178381249,11229,ST.ANDRAE_LAVANTTAL,14.828054,46.764168,403.0
11234,9143.0,-1.1725356261552546,2.982413301058921,2.4679964285685947,0.952571113743625,8.69203762441212,7.519501998256865,8.19630061657926,8.947114504313994,1.0916039958583277,11234,BAD_EISENKAPPEL,14.593333,46.490555,623.0
11237,9142.0,-0.8225197027915719,3.29819805713561,2.6909548741875353,0.9474863205419156,9.528407350689129,8.705887647897555,8.559004110790097,9.755640237054187,1.1398102058106883,11237,ST.VEIT_GLAN,14.385555,46.739166,463.0
11247,9141.0,-0.036149092792158125,2.9438970374384845,2.2603535733489806,0.9577268123689343,9.959544907559348,9.92339581476719,8.468010421169373,9.762548268068201,1.1528739080980088,11247,GLEISDORF,15.708056,47.115555,377.0
11255,9143.0,-1.5430716315293886,3.282920733882943,2.741122488106774,0.9547880382986508,8.841343104014,7.298271472484611,8.148829654007502,9.370303491741092,1.1498956156400795,11255,KOETSCHACH-MAUTHEN,12.997222,46.677223,722.0
11262,9141.0,-2.2192074052042674,4.199956116508182,3.5642190471374517,0.9245919924222825,8.84552018378733,6.626312778583065,8.343472372971789,9.330402612316798,1.1182877098679098,11262,OBERVELLACH,13.194444,46.935276,688.0
11263,9144.0,-1.1035582742363848,2.9895539564904383,2.4946996701614395,0.9547049949316929,7.916918197725285,6.8133599234889,8.148027585763641,9.135980738026111,1.1212505900186982,11263,WEISSENSEE-GATSCHACH,13.285833,46.718609,949.0
11266,9141.0,-2.2480733818178016,3.2997635876859026,2.741454409973462,0.9510411012781893,7.052488786784816,4.804415404967014,7.704611245676712,7.73285344042802,1.0036656222943312,11266,ACHENKIRCH_CAMPINGPLATZ,11.706667,47.499443,931.0
11272,9101.0,-1.3536461613436928,3.688510902513698,3.0438592086493883,0.9523187518627362,8.93649049554994,7.582844334206246,8.818554892677623,10.527279553295251,1.1937647019736133,11272,SPITTAL_DRAU,13.487222,46.790554,542.0
11275,9144.0,-0.9711467926004932,3.3697216566169756,2.846892920630854,0.9290806693352214,8.017377515310585,7.046230722710092,7.468431145159813,8.606417889038394,1.152372931042699,11275,ARRIACH,13.8525,46.727776,890.0
11285,9144.0,-0.47165427846237473,3.019887951812382,2.3577022358821047,0.9582705971245848,10.283377077865266,9.811722799402892,8.52644099958503,9.89005328298185,1.159927487150053,11285,DEUTSCHLANDSBERG,15.226944,46.821667,354.0
11290,9060.0,0.6663973227358452,5.276727663374727,3.9066713663586996,0.9240243045594724,11.00728476821192,11.673682090947766,8.288033071001541,11.824698515670004,1.426719514071761,11290,GRAZ-UNIVERSITAET,15.448889,47.077778,367.0
11309,9144.0,-2.143133060018436,3.945215277051471,3.3806956688732086,0.9411584190560538,9.134416010498686,6.991282950480251,8.38507779735556,9.60658930611927,1.1456768247456146,11309,HAIMING,10.889444,47.259724,659.0
11310,9098.0,-4.012173257462214,6.2629545531255015,4.786533475505848,0.8697838759809365,2.3224115190151684,-1.6897617384470456,6.633482721729575,9.292957303986979,1.4009167874283674,11310,ISCHGL-IDALPE,10.317222,46.982498,2327.0
11316,9140.0,-7.789833112888228,11.623900588180001,8.925505151661195,0.7276424802765269,-1.1566739606126912,-8.94650707350092,6.423603926592403,12.09149686431337,1.882354049610228,11316,PITZTALER_GLETSCHER,10.879166,46.926945,2864.0
11317,9142.0,-6.729501969236779,7.9477386799822645,6.900190775232235,0.9354997885951212,4.379227740100633,-2.350274229136144,7.754448588423674,10.475081739825844,1.3508480481079856,11317,ST.LEONHARD_PITZTAL,10.865556,47.027222,1454.0
11324,9142.0,-3.1881982039410275,4.545814262811471,3.9234910689226092,0.9327624207013555,7.621964559177423,4.433766355236396,7.6187020859285655,8.825936983650625,1.158456766533997,11324,NEUSTIFT_MILDERS,11.291944,47.102779,1007.0
11340,9144.0,1.2388233507335475,4.428224402556208,3.6793790883318658,0.8450711007953869,3.910465879265092,5.14928922999864,6.742852477845495,7.951586121658891,1.1792614695019423,11340,SCHMITTENHOEHE,12.738055,47.328609,1956.0
11351,9141.0,-1.611935359153245,3.371580025367231,2.7806577385088107,0.9374347525500876,6.538759435510339,4.926824076357093,7.262724820054567,8.349567361822402,1.1496466641234617,11351,RAMSAU_AM_DACHSTEIN,13.634167,47.425278,1207.0
11361,9144.0,-1.8154990590300204,4.238530732570752,3.521345628463718,0.9395849535397741,9.48672353455818,7.67122447552816,7.8475021815620485,10.10337095624682,1.2874632873610417,11361,BAD_ISCHL,13.647222,47.706112,507.0
11362,9144.0,-1.6840229035568157,3.265483145255087,2.737345254509116,0.946451192167657,8.015266841644795,6.331243938087979,8.108403156244366,8.661482448314615,1.0682106305536025,11362,KALWANG,14.759722,47.421387,744.0
11367,9143.0,-0.1584859059402293,2.6794096274981434,2.020054881516793,0.9414343943485631,7.604374931641692,7.4458890257014625,7.399005116549481,7.929788926887645,1.071737186551061,11367,BAERNKOPF,15.002778,48.391109,969.0
11377,9144.0,-1.9024834003986446,3.4976277905205646,2.9560954820098484,0.9570889236589364,7.858989501312337,5.956506100913693,8.089020789570144,9.507954178153346,1.1754147288646795,11377,OBERWOELZ,14.286666,47.201946,842.0
11379,9141.0,-0.09988450191943252,3.030302655906319,2.2604484912254597,0.9528038747472011,10.67931298545017,10.579428483530737,7.921398666978909,9.388612554878957,1.185221568763641,11379,WIESELBURG,15.146667,48.12722,259.0
11391,9115.0,-0.31631419070411454,2.389055573683686,1.8210699018335503,0.9640486303866285,9.38967635765222,9.073362166948108,8.158676622392372,8.817953102841662,1.0808067914641737,11391,KLAUSEN-LEOPOLDSDORF,16.001667,48.088612,389.0
11399,9142.0,-0.729629578699623,3.7867580838007906,3.0325627530637145,0.942894128159755,6.388919273681906,5.659289694982284,8.902362945670895,10.633206190245517,1.1944251492707685,11399,TAMSWEG,13.808333,47.133057,1025.0
